ID,CHURNRISK,GENDER,STATUS,CHILDREN,ESTINCOME,HOMEOWNER,AGE,TOTALDOLLARVALUETRADED,TOTALUNITSTRADED,LARGESTSINGLETRANSACTION,SMALLESTSINGLETRANSACTION,PERCENTCHANGECALCULATION,DAYSSINCELASTLOGIN,DAYSSINCELASTTRADE,NETREALIZEDGAINS_YTD,NETREALIZEDLOSSES_YTD
544,Low,M,S,2,72084.7,N,56,29112.91,9,14556.455,1455.6455,2.25,5,5,1455.6455,0.0
545,Medium,F,S,0,42760.5,N,47,13471.35,40,6735.675,673.5675,10.0,2,9,0.0,673.5675
546,Low,F,S,1,49072.0,N,48,23502.35,10,11751.175,1175.1175,2.5,3,9,1175.1175,0.0
547,Low,F,M,0,27371.8,Y,53,16141.61,126,8070.805,807.0805,31.5,5,5,807.0805,0.0
548,High,M,M,1,71472.9,N,42,16021.6,114,8010.8,801.08,28.5,5,8,0.0,801.08
549,High,F,M,0,95405.7,N,48,7740.77,6,1935.1925,193.51925,0.9,5,20,0.0,387.0385
550,Low,F,S,0,95786.8,Y,53,21332.13,87,10666.065,1066.6065,21.75,3,10,1066.6065,0.0
551,Medium,M,S,0,90321.6,N,55,870.09,11,217.5225,21.75225,1.65,5,13,0.0,21.75225
552,High,M,D,1,90478.6,N,55,18021.8,136,9010.9,901.09,34.0,4,9,0.0,901.09
553,High,F,M,2,56187.0,N,43,8090.81,13,2022.7025,202.27025,1.95,5,18,0.0,404.5405
554,Medium,M,M,1,28313.1,N,21,6890.69,6,1722.6725,172.26725,0.9,1,12,0.0,172.26725
555,Low,F,S,1,41000.0,N,24,23562.36,206,11781.18,1178.118,51.5,5,7,1178.118,0.0
556,High,M,M,2,29616.0,N,49,29782.98,45,14891.49,1489.149,11.25,4,8,0.0,1489.149
557,Low,M,M,0,19732.8,N,51,24812.48,22,12406.24,1240.624,5.5,1,10,1240.624,0.0
558,High,M,S,2,96.33,N,56,26132.61,32,13066.305,1306.6305,8.0,4,6,0.0,1306.6305
559,High,F,M,2,52004.8,N,25,5030.5,23,1257.625,125.7625,3.45,2,20,0.0,251.525
560,High,M,M,2,53010.8,N,19,12451.25,46,6225.625,622.5625,11.5,5,10,0.0,622.5625
561,Low,M,M,0,75004.5,N,65,26522.65,32,13261.325,1326.1325,8.0,3,9,1326.1325,0.0
562,Low,M,M,0,19749.3,N,60,20222.02,13,10111.01,1011.101,3.25,1,6,1011.101,0.0
563,High,M,S,1,57626.9,Y,44,9380.94,38,2345.235,234.5235,5.7,5,18,0.0,469.047
564,Medium,M,M,2,20078.0,N,33,9650.97,6,2412.7425,241.27425,0.9,1,14,0.0,241.27425
565,Low,F,M,2,47902.0,N,26,17441.74,49,8720.87,872.087,12.25,2,6,872.087,0.0
566,Low,M,M,1,7545.96,Y,17,22392.24,178,11196.12,1119.612,44.5,3,5,1119.612,0.0
567,Medium,F,S,0,78851.3,N,48,370.04,28,92.51,9.251,4.2,3,10,0.0,9.251
568,High,F,S,1,17540.7,Y,63,22172.22,13,11086.11,1108.611,3.25,3,9,0.0,1108.611
569,Low,F,M,0,83891.9,Y,61,28922.89,45,14461.445,1446.1445,11.25,3,8,1446.1445,0.0
570,Low,F,M,2,28220.8,N,39,26492.65,12,13246.325,1324.6325,3.0,4,8,1324.6325,0.0
571,High,F,S,0,28589.1,N,16,13191.32,87,6595.66,659.566,21.75,4,10,0.0,659.566
572,Low,F,M,2,5237.63,N,49,13321.33,56,6660.665,666.0665,14.0,2,8,666.0665,0.0
573,High,M,S,2,89459.9,N,53,11541.15,22,5770.575,577.0575,5.5,1,10,0.0,577.0575
574,High,F,S,1,13576.5,N,39,14831.48,25,7415.74,741.574,6.25,4,10,0.0,741.574
575,Low,F,S,0,81710.9,N,59,20952.1,15,10476.05,1047.605,3.75,4,8,1047.605,0.0
576,High,F,M,2,67388.0,N,53,4790.48,91,1197.62,119.762,13.65,4,20,0.0,239.524
577,Low,F,M,1,57063.0,Y,52,16791.68,81,8395.84,839.584,20.25,2,7,839.584,0.0
578,High,F,M,2,84166.1,N,54,3280.33,11,820.0825,82.00825,1.65,1,16,0.0,164.0165
579,Low,F,S,0,45612.9,N,14,12531.25,311,6265.625,626.5625,77.75,2,9,626.5625,0.0
580,Medium,F,S,1,7737.94,N,43,11051.11,50,5525.555,552.5555,12.5,5,5,0.0,552.5555
581,High,M,S,2,120000.0,N,42,21372.14,293,10686.07,1068.607,73.25,5,5,0.0,1068.607
582,High,F,M,2,45287.6,Y,29,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
583,Low,F,M,2,59613.1,N,34,12371.24,163,6185.62,618.562,40.75,1,7,618.562,0.0
584,High,F,S,1,16326.7,N,51,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
585,Low,F,S,2,9559.78,N,51,18311.83,59,9155.915,915.5915,14.75,4,8,915.5915,0.0
586,High,F,M,2,42031.8,N,51,20452.05,39,10226.025,1022.6025,9.75,3,7,0.0,1022.6025
587,High,F,M,2,83284.1,Y,28,26912.69,9,13456.345,1345.6345,2.25,1,9,0.0,1345.6345
588,High,M,M,1,39229.1,N,26,28822.88,13,14411.44,1441.144,3.25,1,7,0.0,1441.144
589,High,F,D,1,68427.4,N,42,23762.38,50,11881.19,1188.119,12.5,3,5,0.0,1188.119
590,Medium,M,S,0,3601.71,N,49,9570.96,111,2392.74,239.274,16.65,3,11,0.0,239.274
591,Low,F,S,0,98716.3,N,56,20972.1,13,10486.05,1048.605,3.25,5,7,1048.605,0.0
592,Low,F,S,2,66182.7,Y,62,11701.17,47,5850.585,585.0585,11.75,1,7,585.0585,0.0
593,Low,F,M,2,84789.3,N,50,14221.42,10,7110.71,711.071,2.5,3,10,711.071,0.0
594,Low,F,M,2,35976.5,Y,49,18851.89,31,9425.945,942.5945,7.75,1,8,942.5945,0.0
595,High,F,M,0,32703.1,Y,65,16801.68,56,8400.84,840.084,14.0,4,6,0.0,840.084
596,Low,F,M,2,8204.72,N,53,15591.56,24,7795.78,779.578,6.0,2,7,779.578,0.0
597,High,M,M,1,97180.4,N,51,8210.82,45,2052.705,205.2705,6.75,3,19,0.0,410.541
598,High,F,M,0,80405.1,N,60,2910.29,17,727.5725,72.75725,2.55,2,16,0.0,145.5145
599,High,F,S,2,38280.0,N,34,11641.16,74,5820.58,582.058,18.5,5,10,0.0,582.058
600,High,M,S,0,64136.6,Y,61,16211.62,125,8105.81,810.581,31.25,1,9,0.0,810.581
601,Low,F,M,2,45429.7,Y,62,24702.47,73,12351.235,1235.1235,18.25,4,9,1235.1235,0.0
602,High,F,S,0,25285.5,N,54,9370.94,11,2342.735,234.2735,1.65,2,19,0.0,468.547
603,High,F,M,2,77551.1,Y,34,20532.05,41,10266.025,1026.6025,10.25,5,9,0.0,1026.6025
604,Low,F,M,0,38538.4,N,12,22862.29,16,11431.145,1143.1145,4.0,3,7,1143.1145,0.0
605,Medium,M,M,0,92881.8,N,21,2150.22,85,537.555,53.7555,12.75,3,12,0.0,53.7555
606,Medium,M,S,2,43634.5,N,22,29442.94,104,14721.47,1472.147,26.0,3,8,0.0,1472.147
607,High,F,S,1,13109.1,N,63,22382.24,40,11191.12,1119.112,10.0,1,7,0.0,1119.112
608,High,M,S,1,92647.5,N,56,16041.6,10,8020.8,802.08,2.5,2,6,0.0,802.08
609,High,M,S,2,21021.6,Y,63,2000.2,11,500.05,50.005,1.65,1,19,0.0,100.01
610,Low,M,S,0,74460.7,Y,55,25532.55,179,12766.275,1276.6275,44.75,4,6,1276.6275,0.0
611,Low,F,S,2,28787.4,N,42,27972.8,58,13986.4,1398.64,14.5,2,6,1398.64,0.0
612,Low,M,M,1,13091.6,N,59,22792.28,20,11396.14,1139.614,5.0,3,7,1139.614,0.0
613,Low,F,M,2,62061.8,Y,46,29862.99,52,14931.495,1493.1495,13.0,1,5,1493.1495,0.0
614,Low,F,M,1,20550.9,Y,22,27722.77,57,13861.385,1386.1385,14.25,5,5,1386.1385,0.0
615,Medium,M,M,2,1765.41,N,19,3040.3,44,760.075,76.0075,6.6,4,14,0.0,76.0075
616,Low,F,S,2,19131.1,N,56,22152.22,34,11076.11,1107.611,8.5,2,8,1107.611,0.0
617,High,M,M,2,42750.3,Y,50,20592.06,112,10296.03,1029.603,28.0,1,8,0.0,1029.603
618,High,F,S,2,2842.55,N,46,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
619,High,M,M,2,22358.1,N,53,15541.55,12,7770.775,777.0775,3.0,3,5,0.0,777.0775
620,High,M,M,0,47870.8,Y,27,2000.2,12,500.05,50.005,1.8,2,15,0.0,100.01
621,Low,F,S,2,6440.46,Y,43,22662.27,27,11331.135,1133.1135,6.75,2,9,1133.1135,0.0
622,Low,F,S,0,7325.5,N,37,28522.85,161,14261.425,1426.1425,40.25,3,5,1426.1425,0.0
623,High,M,M,2,28766.9,N,47,6110.61,58,1527.6525,152.76525,8.7,3,18,0.0,305.5305
624,Medium,M,S,0,72928.2,N,39,7450.75,196,1862.6875,186.26875,29.4,2,11,0.0,186.26875
625,Low,M,M,2,91272.2,Y,25,26992.7,13,13496.35,1349.635,3.25,4,7,1349.635,0.0
626,Low,M,S,0,65000.0,Y,52,11631.16,115,5815.58,581.558,28.75,2,6,581.558,0.0
627,High,M,M,2,1406.05,Y,19,11551.16,15,5775.58,577.558,3.75,4,9,0.0,577.558
628,High,F,S,0,73228.3,N,46,22472.25,28,11236.125,1123.6125,7.0,4,5,0.0,1123.6125
629,Medium,F,S,2,76231.9,N,64,2010.2,150,502.55,50.255,22.5,1,10,0.0,50.255
630,Low,M,M,1,64792.3,N,52,13051.31,36,6525.655,652.5655,9.0,2,8,652.5655,0.0
631,Low,F,S,0,93322.1,Y,40,29922.99,8,14961.495,1496.1495,2.0,2,6,1496.1495,0.0
632,High,M,M,1,63437.3,N,64,680.07,10,170.0175,17.00175,1.5,3,17,0.0,34.0035
633,Low,M,M,2,49910.7,Y,52,27422.74,23,13711.37,1371.137,5.75,5,8,1371.137,0.0
634,High,M,M,1,76161.4,Y,45,11961.2,25,5980.6,598.06,6.25,2,9,0.0,598.06
635,High,F,M,2,55860.0,Y,15,16011.6,10,8005.8,800.58,2.5,2,7,0.0,800.58
636,High,F,S,1,12686.0,N,65,23232.32,80,11616.16,1161.616,20.0,5,10,0.0,1161.616
637,Medium,M,M,2,57360.8,Y,53,10361.04,57,5180.52,518.052,14.25,1,6,0.0,518.052
638,Low,M,M,0,92414.7,Y,46,29432.94,10,14716.47,1471.647,2.5,5,5,1471.647,0.0
639,High,M,M,0,60102.7,N,42,9840.98,62,2460.245,246.0245,9.3,4,15,0.0,492.049
640,High,F,M,2,17888.7,N,53,29412.94,332,14706.47,1470.647,83.0,1,8,0.0,1470.647
641,Low,F,S,1,12526.3,N,54,11721.17,28,5860.585,586.0585,7.0,4,7,586.0585,0.0
642,High,F,S,2,14578.8,Y,61,11911.19,95,5955.595,595.5595,23.75,3,5,0.0,595.5595
643,High,M,M,0,78572.2,Y,42,21812.18,29,10906.09,1090.609,7.25,4,7,0.0,1090.609
644,Medium,M,M,1,3933.74,N,18,9750.98,47,2437.745,243.7745,7.05,5,10,0.0,243.7745
645,Low,F,M,2,48238.8,N,35,23282.33,168,11641.165,1164.1165,42.0,1,6,1164.1165,0.0
646,Low,F,M,0,28770.9,N,12,27992.8,16,13996.4,1399.64,4.0,1,5,1399.64,0.0
647,Medium,F,M,2,87578.2,Y,53,290.03,22,72.5075,7.25075,3.3,1,15,0.0,7.25075
648,Low,F,M,2,86695.4,N,14,25942.59,32,12971.295,1297.1295,8.0,5,8,1297.1295,0.0
649,High,F,S,2,76791.2,N,43,20712.07,23,10356.035,1035.6035,5.75,2,9,0.0,1035.6035
650,Low,F,S,1,30763.8,Y,14,21322.13,35,10661.065,1066.1065,8.75,3,10,1066.1065,0.0
651,High,F,M,2,3193.6,N,54,4190.42,114,1047.605,104.7605,17.1,2,15,0.0,209.521
652,Medium,M,M,1,69680.9,N,16,7670.77,32,1917.6925,191.76925,4.8,5,12,0.0,191.76925
653,Low,F,M,0,77000.0,N,63,29642.96,90,14821.48,1482.148,22.5,1,7,1482.148,0.0
654,High,M,D,0,2056.06,Y,19,24072.41,27,12036.205,1203.6205,6.75,2,10,0.0,1203.6205
655,Low,F,M,2,7776.6,N,36,25872.59,68,12936.295,1293.6295,17.0,2,6,1293.6295,0.0
656,Low,M,M,1,2067.82,N,48,15251.53,70,7625.765,762.5765,17.5,3,9,762.5765,0.0
657,Medium,M,S,0,78000.0,N,46,4580.46,8,1145.115,114.5115,1.2,5,11,0.0,114.5115
658,Medium,F,M,2,69343.3,N,42,6360.64,15,1590.16,159.016,2.25,5,15,0.0,159.016
659,Medium,F,M,0,83287.0,N,42,570.06,23,142.515,14.2515,3.45,5,15,0.0,14.2515
660,High,F,M,0,14932.5,N,70,4910.49,6,1227.6225,122.76225,0.9,4,17,0.0,245.5245
661,High,F,S,0,27498.1,N,70,2200.22,9,550.055,55.0055,1.35,4,19,0.0,110.011
662,High,F,M,2,21419.9,N,60,26392.64,103,13196.32,1319.632,25.75,4,8,0.0,1319.632
663,Medium,F,M,2,30665.2,Y,23,5830.58,63,1457.645,145.7645,9.45,2,12,0.0,145.7645
664,Medium,F,M,1,68000.0,Y,44,6080.61,30,1520.1525,152.01525,4.5,5,13,0.0,152.01525
665,High,F,M,2,50561.3,N,62,16601.66,113,8300.83,830.083,28.25,3,9,0.0,830.083
666,Low,F,S,2,23464.0,Y,55,22432.24,41,11216.12,1121.612,10.25,5,8,1121.612,0.0
667,High,F,M,2,194.57,N,41,28262.83,38,14131.415,1413.1415,9.5,3,7,0.0,1413.1415
668,Low,F,M,1,98680.4,Y,62,17581.76,8,8790.88,879.088,2.0,2,7,879.088,0.0
669,High,M,M,0,65619.7,Y,46,13561.36,144,6780.68,678.068,36.0,3,10,0.0,678.068
670,Medium,F,M,1,95620.3,Y,41,10911.09,93,5455.545,545.5545,23.25,1,6,0.0,545.5545
671,Low,F,D,1,85275.0,N,70,22482.25,151,11241.125,1124.1125,37.75,3,6,1124.1125,0.0
672,Low,F,M,1,66921.4,Y,61,15701.57,8,7850.785,785.0785,2.0,2,7,785.0785,0.0
673,High,F,M,1,98453.6,Y,55,13721.37,11,6860.685,686.0685,2.75,3,7,0.0,686.0685
674,High,F,M,2,94026.8,Y,28,25002.5,10,12501.25,1250.125,2.5,1,5,0.0,1250.125
675,High,F,S,2,57420.0,Y,42,25182.52,252,12591.26,1259.126,63.0,3,7,0.0,1259.126
676,Medium,M,M,0,80000.0,N,56,3930.39,26,982.5975,98.25975,3.9,4,11,0.0,98.25975
677,High,M,M,2,47639.1,N,61,17481.75,39,8740.875,874.0875,9.75,4,6,0.0,874.0875
678,High,F,M,2,63234.5,Y,52,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
679,High,F,S,2,46945.0,N,65,18961.9,26,9480.95,948.095,6.5,2,6,0.0,948.095
680,High,M,M,0,3911.9,N,59,5720.57,25,1430.1425,143.01425,3.75,2,19,0.0,286.0285
681,Medium,F,M,0,71816.1,Y,60,26572.66,25,13286.33,1328.633,6.25,3,7,1328.633,0.0
682,High,F,M,2,18296.4,Y,43,80.01,10,20.0025,2.00025,1.5,2,16,0.0,4.0005
683,Low,F,S,0,39461.0,N,22,22872.29,103,11436.145,1143.6145,25.75,2,6,1143.6145,0.0
684,High,F,M,1,71502.5,N,57,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
685,Low,F,S,1,66000.0,N,52,22822.28,63,11411.14,1141.114,15.75,3,6,1141.114,0.0
686,High,F,M,1,95011.5,N,52,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
687,Medium,M,M,1,47371.0,Y,55,4980.5,258,1245.125,124.5125,38.7,5,13,0.0,124.5125
688,High,F,M,2,52957.0,Y,40,25792.58,125,12896.29,1289.629,31.25,3,9,0.0,1289.629
689,High,F,S,2,86747.1,N,65,20152.02,37,10076.01,1007.601,9.25,4,9,0.0,1007.601
690,Medium,F,M,0,57942.4,N,50,19351.94,105,9675.97,967.597,26.25,3,6,967.597,0.0
691,Low,F,M,1,87404.6,N,63,21632.16,139,10816.08,1081.608,34.75,5,5,1081.608,0.0
692,Medium,M,S,2,20919.0,N,55,6260.63,153,1565.1575,156.51575,22.95,3,13,0.0,156.51575
693,High,F,M,2,85394.0,Y,20,19281.93,14,9640.965,964.0965,3.5,1,6,0.0,964.0965
694,High,F,S,0,2121.36,N,40,2020.2,36,505.05,50.505,5.4,4,19,0.0,101.01
695,High,F,M,2,63566.1,Y,56,7940.79,65,1985.1975,198.51975,9.75,1,19,0.0,397.0395
696,High,F,M,0,52089.6,N,48,10811.08,13,5405.54,540.554,3.25,2,8,0.0,540.554
697,Medium,F,S,1,58328.8,N,65,7370.74,123,1842.685,184.2685,18.45,2,14,0.0,184.2685
698,Medium,F,S,0,89813.6,N,13,14941.49,149,7470.745,747.0745,37.25,1,9,0.0,747.0745
699,Low,F,M,2,82644.2,Y,33,21972.2,19,10986.1,1098.61,4.75,1,9,1098.61,0.0
700,Medium,F,S,1,27783.6,N,14,4970.5,18,1242.625,124.2625,2.7,4,14,0.0,124.2625
701,High,F,S,1,86252.8,Y,59,1460.15,43,365.0375,36.50375,6.45,3,20,0.0,73.0075
702,High,F,M,1,38738.3,N,60,11551.16,48,5775.58,577.558,12.0,2,8,0.0,577.558
703,High,F,M,2,60485.5,N,42,11701.17,28,5850.585,585.0585,7.0,5,6,0.0,585.0585
704,Low,F,M,1,56722.8,N,61,17371.74,51,8685.87,868.587,12.75,2,6,868.587,0.0
705,High,F,M,0,55000.0,N,48,370.04,28,92.51,9.251,4.2,1,17,0.0,18.502
706,High,F,M,2,809.43,Y,32,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
707,High,M,S,1,76529.8,N,58,18461.85,20,9230.925,923.0925,5.0,5,8,0.0,923.0925
708,High,F,M,2,34577.7,N,63,29182.92,116,14591.46,1459.146,29.0,4,9,0.0,1459.146
709,High,M,M,0,23000.0,Y,61,28922.89,45,14461.445,1446.1445,11.25,2,9,0.0,1446.1445
710,Low,F,M,0,77000.0,N,55,27562.76,45,13781.38,1378.138,11.25,2,8,1378.138,0.0
711,Low,F,S,2,19008.4,Y,52,10541.05,137,5270.525,527.0525,34.25,2,10,527.0525,0.0
712,Low,F,M,0,98056.3,N,56,23702.37,126,11851.185,1185.1185,31.5,5,6,1185.1185,0.0
713,High,M,M,0,73400.0,Y,53,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
714,High,F,M,0,53432.2,Y,57,12561.26,83,6280.63,628.063,20.75,4,9,0.0,628.063
715,High,M,M,0,78894.2,N,53,2000.2,43,500.05,50.005,6.45,5,18,0.0,100.01
716,High,M,S,1,16432.1,Y,21,20412.04,80,10206.02,1020.602,20.0,3,10,0.0,1020.602
717,Medium,M,M,0,62797.9,N,54,8320.83,55,2080.2075,208.02075,8.25,4,12,0.0,208.02075
718,Low,M,S,1,71329.9,Y,42,14271.43,45,7135.715,713.5715,11.25,2,5,713.5715,0.0
719,High,F,S,0,91498.9,N,52,21522.15,25,10761.075,1076.1075,6.25,5,9,0.0,1076.1075
720,High,M,S,0,3601.71,N,49,9570.96,111,2392.74,239.274,16.65,3,16,0.0,478.548
721,High,F,S,1,33084.3,Y,50,19771.98,105,9885.99,988.599,26.25,3,8,0.0,988.599
722,Low,F,S,0,20913.6,N,53,22992.3,65,11496.15,1149.615,16.25,5,8,1149.615,0.0
723,Medium,M,M,0,62724.5,Y,55,21992.2,52,10996.1,1099.61,13.0,5,5,0.0,1099.61
724,Low,F,S,1,49553.9,Y,48,29942.99,48,14971.495,1497.1495,12.0,5,8,1497.1495,0.0
725,Low,F,S,1,540.4,Y,39,12341.23,7,6170.615,617.0615,1.75,1,5,617.0615,0.0
726,High,F,M,0,57255.4,N,27,27052.71,78,13526.355,1352.6355,19.5,1,7,0.0,1352.6355
727,Medium,F,S,1,71941.5,Y,45,7990.8,87,1997.7,199.77,13.05,4,13,0.0,199.77
728,High,F,S,2,72583.0,Y,22,5970.6,27,1492.65,149.265,4.05,5,19,0.0,298.53
729,Low,M,M,2,67339.8,N,17,27832.78,48,13916.39,1391.639,12.0,2,7,1391.639,0.0
730,High,F,M,1,88759.5,N,60,29302.93,114,14651.465,1465.1465,28.5,3,9,0.0,1465.1465
731,High,M,M,1,75799.9,N,46,22242.22,64,11121.11,1112.111,16.0,2,5,0.0,1112.111
732,High,F,S,2,15688.5,N,53,14391.44,8,7195.72,719.572,2.0,4,10,0.0,719.572
733,Medium,F,S,0,43382.3,N,16,29672.97,99,14836.485,1483.6485,24.75,1,5,1483.6485,0.0
734,High,M,S,0,2805.01,Y,25,19931.99,11,9965.995,996.5995,2.75,1,8,0.0,996.5995
735,Low,F,S,0,5185.31,N,62,16391.64,30,8195.82,819.582,7.5,4,5,819.582,0.0
736,High,F,S,0,42000.0,N,16,26012.6,108,13006.3,1300.63,27.0,4,8,0.0,1300.63
737,High,F,S,0,38000.0,N,22,22962.3,75,11481.15,1148.115,18.75,2,6,0.0,1148.115
738,Low,F,M,1,81641.2,Y,19,13931.39,78,6965.695,696.5695,19.5,2,6,696.5695,0.0
739,Medium,F,M,2,80087.7,N,42,8740.87,22,2185.2175,218.52175,3.3,5,15,0.0,218.52175
740,Low,F,M,2,59691.3,N,38,21942.19,256,10971.095,1097.1095,64.0,4,5,1097.1095,0.0
741,High,F,S,2,11251.1,Y,43,28422.84,113,14211.42,1421.142,28.25,3,7,0.0,1421.142
742,Medium,M,M,0,70908.7,N,50,7700.77,43,1925.1925,192.51925,6.45,2,11,0.0,192.51925
743,High,M,S,0,94928.3,N,40,14421.44,73,7210.72,721.072,18.25,5,8,0.0,721.072
744,Low,F,M,2,50622.3,N,40,20452.05,90,10226.025,1022.6025,22.5,4,10,1022.6025,0.0
745,Low,M,M,0,78000.0,Y,50,16201.62,18,8100.81,810.081,4.5,1,10,810.081,0.0
746,Low,M,M,1,78000.0,Y,52,29552.96,62,14776.48,1477.648,15.5,1,7,1477.648,0.0
747,Medium,F,S,2,93559.1,N,58,1520.15,29,380.0375,38.00375,4.35,1,12,0.0,38.00375
748,Medium,F,M,1,56722.8,N,61,17371.74,51,8685.87,868.587,12.75,4,8,0.0,868.587
749,High,M,M,1,80000.0,N,39,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
750,High,F,S,2,3416.62,Y,23,18971.9,104,9485.95,948.595,26.0,3,5,0.0,948.595
751,Medium,F,M,0,73069.1,Y,56,170.02,10,42.505,4.2505,1.5,1,10,0.0,4.2505
752,High,M,M,0,80000.0,Y,53,15271.53,25,7635.765,763.5765,6.25,3,8,0.0,763.5765
753,Low,F,M,2,8032.16,N,46,29682.97,59,14841.485,1484.1485,14.75,4,8,1484.1485,0.0
754,Low,F,S,0,93454.3,Y,49,18941.89,25,9470.945,947.0945,6.25,5,10,947.0945,0.0
755,Low,M,M,0,5745.0,Y,15,26402.64,17,13201.32,1320.132,4.25,1,8,1320.132,0.0
756,Medium,F,S,0,83287.0,N,60,410.04,208,102.51,10.251,31.2,5,12,0.0,10.251
757,Low,F,S,0,92564.1,Y,49,23172.32,51,11586.16,1158.616,12.75,2,7,1158.616,0.0
758,High,M,S,0,70000.0,Y,48,4910.49,82,1227.6225,122.76225,12.3,3,20,0.0,245.5245
759,High,F,M,2,48322.5,Y,49,6690.67,43,1672.6675,167.26675,6.45,5,17,0.0,334.5335
760,Medium,M,S,2,78373.5,N,35,6970.7,184,1742.675,174.2675,27.6,4,14,0.0,174.2675
761,High,F,M,2,81913.8,Y,50,6700.67,46,1675.1675,167.51675,6.9,4,16,0.0,335.0335
762,High,F,S,0,919.93,N,38,27282.73,93,13641.365,1364.1365,23.25,1,10,0.0,1364.1365
763,High,F,M,2,69486.8,N,31,7720.77,9,1930.1925,193.01925,1.35,2,15,0.0,386.0385
764,High,F,M,2,24482.8,N,34,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
765,Low,F,M,0,14573.6,N,65,26612.66,236,13306.33,1330.633,59.0,3,8,1330.633,0.0
766,Medium,F,M,2,92103.8,N,52,7420.74,7,1855.185,185.5185,1.05,4,11,0.0,185.5185
767,Low,F,S,2,8392.14,Y,37,25032.5,54,12516.25,1251.625,13.5,5,8,1251.625,0.0
768,High,F,S,0,17138.2,N,64,20012.0,84,10006.0,1000.6,21.0,4,6,0.0,1000.6
769,High,F,M,2,47010.1,N,57,2540.25,164,635.0625,63.50625,24.6,1,20,0.0,127.0125
770,High,F,D,1,67239.4,N,44,12891.29,53,6445.645,644.5645,13.25,5,5,0.0,644.5645
771,Medium,M,M,1,69406.7,Y,47,6900.69,128,1725.1725,172.51725,19.2,5,13,0.0,172.51725
772,High,F,M,2,83259.3,N,51,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
773,High,F,M,2,2185.6,N,53,7120.71,20,1780.1775,178.01775,3.0,2,17,0.0,356.0355
774,High,M,M,1,76511.3,N,62,21682.17,17,10841.085,1084.1085,4.25,1,5,0.0,1084.1085
775,Low,F,M,1,35000.0,N,22,27002.7,8,13501.35,1350.135,2.0,3,7,1350.135,0.0
776,Medium,F,M,2,11234.7,Y,49,690.07,112,172.5175,17.25175,16.8,1,13,0.0,17.25175
777,High,F,M,2,36660.9,Y,40,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
778,High,F,M,2,68462.8,N,34,24392.44,60,12196.22,1219.622,15.0,3,8,0.0,1219.622
779,High,F,M,2,72841.3,N,47,10361.04,72,5180.52,518.052,18.0,4,10,0.0,518.052
780,Low,F,M,2,63670.8,Y,46,27392.74,51,13696.37,1369.637,12.75,3,8,1369.637,0.0
781,Low,M,S,0,66666.0,N,77,29732.97,35,14866.485,1486.6485,8.75,4,8,1486.6485,0.0
782,High,F,S,1,77000.0,Y,45,20442.04,100,10221.02,1022.102,25.0,2,10,0.0,1022.102
783,High,M,M,0,12387.6,N,56,2000.2,65,500.05,50.005,9.75,4,20,0.0,100.01
784,Low,F,M,1,82931.3,N,65,19241.92,118,9620.96,962.096,29.5,3,10,962.096,0.0
785,Medium,F,M,2,57483.9,N,44,17011.7,27,8505.85,850.585,6.75,5,5,0.0,850.585
786,Low,F,S,2,21274.0,N,46,10871.09,32,5435.545,543.5545,8.0,2,5,543.5545,0.0
787,High,F,M,2,28267.0,N,30,21872.19,192,10936.095,1093.6095,48.0,4,6,0.0,1093.6095
788,Medium,F,M,2,36725.1,N,56,8650.87,77,2162.7175,216.27175,11.55,5,13,0.0,216.27175
789,Low,M,S,1,94188.3,N,58,20862.09,19,10431.045,1043.1045,4.75,1,6,1043.1045,0.0
790,High,F,M,2,91861.0,Y,42,15321.53,6,7660.765,766.0765,1.5,4,7,0.0,766.0765
791,Low,F,S,1,12374.9,Y,33,17491.75,106,8745.875,874.5875,26.5,3,10,874.5875,0.0
792,High,F,M,2,69133.9,Y,27,8580.86,37,2145.215,214.5215,5.55,4,17,0.0,429.043
793,Low,F,M,2,84948.0,Y,29,11141.11,12,5570.555,557.0555,3.0,5,9,557.0555,0.0
794,Medium,F,M,2,30998.8,N,41,2400.24,50,600.06,60.006,7.5,1,14,0.0,60.006
795,Medium,M,M,2,21416.5,N,36,9900.99,8,2475.2475,247.52475,1.2,4,13,0.0,247.52475
796,Medium,M,M,2,78554.2,N,17,5590.56,23,1397.64,139.764,3.45,1,14,0.0,139.764
797,Low,M,S,1,3960.5,N,15,29782.98,66,14891.49,1489.149,16.5,5,9,1489.149,0.0
798,High,M,M,0,60101.1,Y,64,27702.77,124,13851.385,1385.1385,31.0,5,10,0.0,1385.1385
799,High,F,M,2,38215.9,N,31,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
